snr_db,fg_frac,iou_vs_clean,best_k,tau,runtime_s,null_triggered,null_reason,gmm_mean_gap,noise_prob_spread_05_95,signal_confidence,largest_cc_fraction,noise_anchor_fraction,signal_anchor_fraction
30,0.73486328125,0.9788135593188435,6,0.6472290754318237,20.390208508004434,False,legacy_missing,nan,nan,nan,nan,0.11279296875,0.013916015625
20,0.12890625,0.17249264946039697,2,0.3696422576904297,3.68819239793811,False,legacy_missing,nan,nan,nan,nan,0.13330078125,0.032958984375
10,0.135009765625,0.18065991505984758,2,0.36902254819869995,3.9453318919986486,False,legacy_missing,nan,nan,nan,nan,0.1650390625,0.056884765625
0,0.122802734375,0.16432538386094633,2,0.3336978256702423,3.5154905639356,False,legacy_missing,nan,nan,nan,nan,0.06591796875,0.043701171875
-10,0.17333984375,0.22913950456248652,2,0.3446315824985504,8.954590661916882,False,legacy_missing,nan,nan,nan,nan,0.076171875,0.048828125
-20,0.345703125,0.31637753601788776,5,0.41618889570236206,17.74675459100399,False,legacy_missing,nan,nan,nan,nan,0.046630859375,0.0546875
-30,0.4345703125,0.39229220592351943,4,0.4119177758693695,18.230144925997593,False,legacy_missing,nan,nan,nan,nan,0.04345703125,0.079833984375
-40,0.489501953125,0.42303370786398026,5,0.39474135637283325,18.541045483085327,False,legacy_missing,nan,nan,nan,nan,0.04541015625,0.08642578125
